MSAID,BETA,FLUX_BETA,PIVOT_BETA,REDSHIFT,A,SIGMA,FLUX_LA,EW_LA
2426_169,-1.8206840542899487,232929116812.64468,2000.0,8.23,1249738977691.5312,10.0,15563166850815.889,54.33122565011679
2426_169,-1.7598505807938734,229132256017.43045,2000.0,8.23,1144133331115.2715,10.0,14248045591582.588,52.11888714527464
2426_169,-1.677868687356918,225065594103.65402,2000.0,8.23,1301612178123.12,10.0,16209150762507.486,62.87817708876338
2426_169,-1.6599208185104337,231334773717.50607,2000.0,8.23,1093740226611.8204,10.0,13620493512694.488,51.86575249981176
2426_169,-1.778705888487503,224890286260.4125,2000.0,8.23,1066038959346.8768,10.0,13275525921766.254,49.01522753008197
2426_169,-1.6868318295196023,224606257307.70587,2000.0,8.23,1332527782421.6833,10.0,16594146922970.605,64.21614371035284
2426_169,-1.6785386863755876,224022472018.78983,2000.0,8.23,1099723611008.7136,10.0,13695005399867.463,53.354932217477185
2426_169,-1.6784108758210687,228465923082.24857,2000.0,8.23,1064089900602.6637,10.0,13251254032211.955,50.62524380484446
2426_169,-1.7097921458614287,229591457393.68234,2000.0,8.23,1183649790547.5068,10.0,14740149352828.305,55.168828387194566
2426_169,-1.6579067532654639,225599458055.23224,2000.0,8.23,1108973395748.4849,10.0,13810194207937.686,53.97913172167479
2426_169,-1.7518878286798947,227779436479.14658,2000.0,8.23,1070083733465.6973,10.0,13325896035533.004,49.2299440870667
2426_169,-1.6806919181618523,227114679434.8617,2000.0,8.23,1209479248135.288,10.0,15061807047179.207,57.818968458326765
2426_169,-1.6990247117517856,231282798690.3099,2000.0,8.23,1248622879220.8608,10.0,15549267927095.78,58.08204606234307
2426_169,-1.701943985569144,229099115101.7323,2000.0,8.23,1315733402036.4424,10.0,16385004254975.746,61.6974699327569
2426_169,-1.6521427839165943,229775367391.0412,2000.0,8.23,1198394107671.1106,10.0,14923762308487.133,57.43611702416546
2426_169,-1.6585986781854867,227195780896.0774,2000.0,8.23,1396823907725.8723,10.0,17394835181744.787,67.48925530116702
2426_169,-1.5898847264529392,225739319412.18015,2000.0,8.23,1283046035655.6516,10.0,15977944104033.121,64.56288592141857
2426_169,-1.7395971565572912,222176129632.60132,2000.0,8.23,1264718474525.939,10.0,15749708530907.986,60.017724981257274
2426_169,-1.6392877663973553,227221591453.29565,2000.0,8.23,1504601806577.373,10.0,18737007789463.742,73.39050283555959
2426_169,-1.6409503843140512,225519601092.12585,2000.0,8.23,1516078699354.6765,10.0,18879931072173.566,74.4467780649268
2426_169,-1.6652039609574867,229480984209.36267,2000.0,8.23,1366149233485.2795,10.0,17012839355558.268,65.13534927885702
2426_169,-1.6932676038321277,225969807348.98456,2000.0,8.23,1180535248467.762,10.0,14701363543218.291,56.36727792713786
2426_169,-1.6358879764649494,227625076563.433,2000.0,8.23,1437957936878.9075,10.0,17907082755344.13,70.13405160196324
2426_169,-1.7112180190194186,225688815610.12134,2000.0,8.23,1297770888515.9668,10.0,16161314668614.62,61.49021439688052
2426_169,-1.700823823007372,228190290050.7227,2000.0,8.23,1204288353272.0493,10.0,14997164138296.863,56.72811439623983
2426_169,-1.696057431172476,230349300360.74463,2000.0,8.23,1375551766750.1943,10.0,17129930361467.771,64.34065206329853
2426_169,-1.7347328310116035,229157598223.70874,2000.0,8.23,931155987326.6575,10.0,11595810208040.035,42.94600810111237
2426_169,-1.7850137544968117,227994527400.14713,2000.0,8.23,1269363487241.7634,10.0,15807553496305.537,57.38872941052415
2426_169,-1.6587903076136472,228917639778.4895,2000.0,8.23,1236508060162.4194,10.0,15398400462977.6,59.288369110190004
2426_169,-1.7480871737099368,227466662810.1277,2000.0,8.23,1106165354932.6357,10.0,13775225299612.78,51.056378553143304
2426_169,-1.7269753826509555,228739889408.29373,2000.0,8.23,1035372924179.8495,10.0,12893637679119.77,48.024904606839996
2426_169,-1.6753931746922675,227273643376.64944,2000.0,8.23,1235528845518.9343,10.0,15386206171888.533,59.17883607257275
2426_169,-1.622566040248116,230668907274.19986,2000.0,8.23,1593535183770.9138,10.0,19844507045369.36,77.20677298800308
2426_169,-1.6862673581380474,231293750876.04538,2000.0,8.23,1388684461168.8809,10.0,17293473563758.166,65.00570974379363
2426_169,-1.6373230796685931,224504081068.54202,2000.0,8.23,1422104900411.3394,10.0,17709662769218.25,70.27486211428167
2426_169,-1.66203725260677,225290768182.61414,2000.0,8.23,1244495575631.9045,10.0,15497870062785.307,60.53406626498257
2426_169,-1.6763322893999644,228351460586.94513,2000.0,8.23,1261029765278.4065,10.0,15703772540666.617,60.087084289433896
2426_169,-1.7269217441151317,227155674995.924,2000.0,8.23,1296066175850.4827,10.0,16140085653500.889,60.53782241730532
2426_169,-1.7007224384620852,227690741735.2285,2000.0,8.23,1294027689517.7925,10.0,16114700110211.389,61.092111682145145
2426_169,-1.6949399165992056,233743747072.1997,2000.0,8.23,1184003325258.0205,10.0,14744551967922.73,54.607201456492234
2426_169,-1.745162404647116,228737017319.2574,2000.0,8.23,989912436184.3628,10.0,12327512134167.852,45.503028974083314
2426_169,-1.6589194584757312,229401469759.6496,2000.0,8.23,1088700609543.677,10.0,13557734486453.176,52.08781766307192
2426_169,-1.7416615389678172,228125483076.49075,2000.0,8.23,815164746699.4689,10.0,10151355755280.188,37.63642619493187
2426_169,-1.6816152027632618,229714866102.2632,2000.0,8.23,840044771232.3942,10.0,10461190032653.496,39.685408900450575
2426_169,-1.6606753572978328,227679651305.78796,2000.0,8.23,1094763575608.4498,10.0,13633237414793.611,52.727893716333554
2426_169,-1.688029791112551,231089044808.46664,2000.0,8.23,1125916386680.978,10.0,14021187542978.996,52.705702739415635
2426_169,-1.7475334034793077,227715040473.86798,2000.0,8.23,1208235686635.6667,10.0,15046320809290.07,55.72208596209171
2426_169,-1.6848593719275922,223200664749.70374,2000.0,8.23,999214505644.5646,10.0,12443352050863.424,48.504211794647446
2426_169,-1.7152813125768447,232319240400.61948,2000.0,8.23,1153509796435.5447,10.0,14364811969886.525,52.98778039292259
2426_169,-1.7047325975578171,226944579031.5588,2000.0,8.23,1013479498742.7219,10.0,12620995920243.61,47.908787769543885
2426_169,-1.7030226477999386,222478481406.16898,2000.0,8.23,1212661204787.587,10.0,15101432379489.213,58.52496397282728
2426_169,-1.7033499467472661,231088166041.66708,2000.0,8.23,1155506129620.5962,10.0,14389672574383.445,53.680119638054286
2426_169,-1.6999435109792906,226476214211.0878,2000.0,8.23,1349656855827.663,10.0,16807457567973.895,64.084956760824
2426_169,-1.715020044479523,226509878516.4084,2000.0,8.23,1079964262328.2544,10.0,13448939584631.81,50.88834620866674
2426_169,-1.6604754486157622,229528165724.7606,2000.0,8.23,1233176739576.134,10.0,15356915081595.254,58.92191539008915
2426_169,-1.6202430478914596,229232244741.4472,2000.0,8.23,1285648964263.8918,10.0,16010358722568.611,62.75259456632568
2426_169,-1.7155817990974582,224422970570.41238,2000.0,8.23,1511630521461.1057,10.0,18824537317177.125,71.87088727023956
2426_169,-1.7450535409867212,228114667641.57974,2000.0,8.23,1389282706990.2034,10.0,17300923599086.54,64.03846792685233
2426_169,-1.7244812148272028,229480758640.35938,2000.0,8.23,1046447253502.387,10.0,13031547785217.201,48.44197759503068
2426_169,-1.7075957482321125,228153582751.41257,2000.0,8.23,998143414503.3756,10.0,12430013609444.605,46.866953895112566
2426_169,-1.6208972630411747,229648708941.11972,2000.0,8.23,1206041289511.9653,10.0,15018993688040.959,58.74105318309904
2426_169,-1.7175493970662772,227657023230.53278,2000.0,8.23,1398725506519.5369,10.0,17418516046179.197,65.4938845651528
2426_169,-1.6162844438876909,231234319804.21442,2000.0,8.23,1206103526904.1204,10.0,15019768738620.129,58.47538116426442
2426_169,-1.7109444852398663,231289582046.12112,2000.0,8.23,1451101365125.1177,10.0,18070759627426.117,67.09942960469319
1747_199,-2.0704340892771085,132475683620.72319,2000.0,8.316,-411176462979.8929,10.0,-5120435550309.622,-27.756015727495267
1747_199,-2.157005809268567,131207595873.58015,2000.0,8.316,-408207864606.58905,10.0,-5083467197269.434,-26.64854484072333
1747_199,-2.1390473325508035,131058406297.29102,2000.0,8.316,-460050624794.6563,10.0,-5729072031673.92,-30.337085914709732
1747_199,-2.0842904760933267,133760392563.1972,2000.0,8.316,-420088751859.7938,10.0,-5231421477092.853,-27.892231409849277
1747_199,-2.106279078682682,134402860870.26996,2000.0,8.316,-403398883426.1072,10.0,-5023580310702.891,-26.365906059419697
1747_199,-2.133221590249418,132266778763.62065,2000.0,8.316,-411701110024.0539,10.0,-5126969050201.171,-26.978867111757417
1747_199,-2.0534916314869345,133141272561.56445,2000.0,8.316,-383213430982.9728,10.0,-4772208168582.091,-25.957059354994595
1747_199,-2.158926311279592,131885906232.5594,2000.0,8.316,-482620460878.94745,10.0,-6010137222548.711,-31.31434306229653
1747_199,-2.169533663924688,131990075467.58012,2000.0,8.316,-495376127706.922,10.0,-6168985249550.346,-31.947495470042597
1747_199,-2.135959753847632,132145634717.7956,2000.0,8.316,-442706798344.9265,10.0,-5513087038544.7295,-28.99772448316238
1747_199,-2.142681546270407,133106739753.23586,2000.0,8.316,-392821166826.2094,10.0,-4891854589520.583,-25.459059764282557
1747_199,-2.0887380640638296,132891746786.68759,2000.0,8.316,-400369095346.77783,10.0,-4985849954060.223,-26.697515857835235
1747_199,-2.1487352295913564,131985741066.66588,2000.0,8.316,-472081599212.0422,10.0,-5878895367049.663,-30.7630210678258
1747_199,-2.161862131363401,133286223991.14435,2000.0,8.316,-539039652969.64154,10.0,-6712732976224.098,-34.557060190731406
1747_199,-2.1136877621319607,134469198508.86151,2000.0,8.316,-497790503228.8769,10.0,-6199051791211.849,-32.399536664795065
1747_199,-2.1357308894703864,132527099099.53136,2000.0,8.316,-435528114731.08594,10.0,-5423689930270.7295,-28.448641048625294
1747_199,-2.1926093254424113,130931043176.98509,2000.0,8.316,-476369419202.6888,10.0,-5932292163535.334,-30.61654063728048
1747_199,-2.1266965727256673,133025369385.60875,2000.0,8.316,-491880793133.4729,10.0,-6125457380079.396,-32.153505513927556
1747_199,-2.0980312243331785,134328078555.85443,2000.0,8.316,-414872833837.8,10.0,-5166466951549.827,-27.242542223558093
1747_199,-2.142331341355044,132926039538.01,2000.0,8.316,-482181023203.6942,10.0,-6004664846337.766,-31.298482160517995
1747_199,-2.127444898963361,132032745263.75168,2000.0,8.316,-476173019570.8001,10.0,-5929846372621.374,-31.349044274766683
1747_199,-2.1382160131224106,131072207795.34073,2000.0,8.316,-380186974111.419,10.0,-4734519295915.902,-25.07837779506904
1747_199,-2.1427356061490834,132449411916.29675,2000.0,8.316,-369482578097.29016,10.0,-4601216019025.712,-24.0646622372861
1747_199,-2.1618353946456037,131825332014.2799,2000.0,8.316,-508634537990.4506,10.0,-6334094008121.7,-32.96963146130338
1747_199,-2.1355213110964963,133717915253.17062,2000.0,8.316,-453577310979.6795,10.0,-5648458987954.6875,-29.366828751096968
1747_199,-2.093562777443843,132782762556.89769,2000.0,8.316,-455602145387.33344,10.0,-5673674521959.97,-30.33258550574098
1747_199,-2.165308097531437,132416676518.5904,2000.0,8.316,-468036310742.2465,10.0,-5828518848068.292,-30.1504157552124
1747_199,-2.1185116549679526,131787409185.128,2000.0,8.316,-389791590408.38477,10.0,-4854126868726.975,-25.824432604631085
1747_199,-2.0938885316991622,134551199850.18542,2000.0,8.316,-437170273907.5927,10.0,-5444139958382.049,-28.71825195204508
1747_199,-2.1446283034969884,131818365614.10779,2000.0,8.316,-555365449527.711,10.0,-6916040306797.515,-36.31028334770738
1747_199,-2.138180652104992,130516147011.83801,2000.0,8.316,-407325070708.20044,10.0,-5072473646646.07,-26.9834429898004
1747_199,-2.0572881241077003,132162341217.88147,2000.0,8.316,-429654022264.9597,10.0,-5350539070244.898,-29.262939390459927
1747_199,-2.157584788589678,132500038005.76326,2000.0,8.316,-460351666040.0606,10.0,-5732820938612.577,-29.750870008421977
1747_199,-2.0875792243791254,131608648328.48149,2000.0,8.316,-410337185006.5181,10.0,-5109983909327.268,-27.644915452742072
1747_199,-2.1307903770375933,132156490048.53279,2000.0,8.316,-476196280469.5703,10.0,-5930136043708.41,-31.269108359010506
1747_199,-2.19646019528543,131411318502.79535,2000.0,8.316,-522125482058.2523,10.0,-6502098541045.047,-33.37064242690649
1747_199,-2.1223224865218446,132971523516.25381,2000.0,8.316,-465912521091.05664,10.0,-5802071011165.079,-30.53473855788305
1747_199,-2.1391290746473683,129997931201.34053,2000.0,8.316,-474251584594.16205,10.0,-5905918485575.788,-31.527374020311818
1747_199,-2.164606042132667,132174293077.5916,2000.0,8.316,-521964786217.73083,10.0,-6500097374225.744,-33.69786683939558
1747_199,-2.072130108308389,132787030940.8846,2000.0,8.316,-419808296868.52496,10.0,-5227928933533.458,-28.248395153543523
1747_199,-2.124611851670837,133368535299.01404,2000.0,8.316,-388302739263.0159,10.0,-4835586006055.469,-25.343737224270626
1747_199,-2.1106053933591884,131618455522.6452,2000.0,8.316,-476645283331.9185,10.0,-5935727536475.034,-31.743866542802515
1747_199,-2.136791965586404,133052387667.99687,2000.0,8.316,-522035300925.91595,10.0,-6500975503328.743,-33.94672267119716
1747_199,-2.1074026276518594,132085056571.84415,2000.0,8.316,-438322062515.8289,10.0,-5458483336145.73,-29.134883903667706
1747_199,-2.1428568663476253,132514303153.84993,2000.0,8.316,-455628448161.46466,10.0,-5674002073928.186,-29.659081844233754
1747_199,-2.114299136524775,132778371981.40224,2000.0,8.316,-481050028068.7363,10.0,-5990580412481.082,-31.699014094511597
1747_199,-2.1562188313776125,132725867574.76755,2000.0,8.316,-496261889558.38165,10.0,-6180015760490.714,-32.038824903093285
1747_199,-2.127041092172534,132280245970.27493,2000.0,8.316,-441957781691.001,10.0,-5503759433859.532,-29.04786751404553
1747_199,-2.1159164277760034,132642102840.9385,2000.0,8.316,-531530618311.57025,10.0,-6619221962162.052,-35.033226233956576
1747_199,-2.146744011523266,134170269078.79733,2000.0,8.316,-480651195547.71295,10.0,-5985613697692.819,-30.842039910943818
1747_199,-2.147923316302959,131543064051.44269,2000.0,8.316,-516948492385.6534,10.0,-6437628795449.569,-33.81378232647633
1747_199,-2.157990754261752,131174471445.98604,2000.0,8.316,-470843158778.58624,10.0,-5863472902503.779,-30.730182530773874
1747_199,-2.205210603649309,131998912999.19653,2000.0,8.316,-498963281014.15094,10.0,-6213656550007.646,-31.610339255954976
1747_199,-2.086557980121727,132896164401.77759,2000.0,8.316,-473681694947.95715,10.0,-5898821573502.971,-31.61940806748722
1747_199,-2.118200957486499,133277535376.63094,2000.0,8.316,-533078371423.2204,10.0,-6638496338906.675,-34.92798365515127
1747_199,-2.198135232743871,132992905567.41396,2000.0,8.316,-512283513300.03326,10.0,-6379535186252.322,-32.325278286977294
1747_199,-2.0794551558614858,133409154631.96667,2000.0,8.316,-380089561558.4704,10.0,-4733306204350.423,-25.363856783281364
1747_199,-2.146599233091867,132153506696.30943,2000.0,8.316,-514421952179.1343,10.0,-6406165451952.256,-33.515172297161705
1747_199,-2.1369613167278856,135286178228.49174,2000.0,8.316,-485696597024.7035,10.0,-6048444757868.63,-31.059587064798663
1747_199,-2.1422020787268465,132163762241.99802,2000.0,8.316,-439146285318.4364,10.0,-5468747493070.62,-28.671339975220803
1747_199,-2.161797422990352,133157797094.03015,2000.0,8.316,-441697110777.4815,10.0,-5500513264069.453,-28.344792650496686
1747_199,-2.1284252890660382,133220095680.70053,2000.0,8.316,-606135248334.1033,10.0,-7548283409445.711,-39.53020310583774
1747_199,-2.150042180341712,132025509726.02142,2000.0,8.316,-453218351190.67847,10.0,-5643988813637.286,-29.505708043431767
1747_199,-2.1246539341769553,132545857082.8046,2000.0,8.316,-374017282984.1042,10.0,-4657687306181.418,-24.56235481829513
1747_199,-2.1316386997316905,130804236690.43372,2000.0,8.316,-480185077559.8046,10.0,-5979809067975.866,-31.843548991876638
1747_199,-2.1665998425372504,132429667606.76021,2000.0,8.316,-420928885036.50824,10.0,-5241883768036.907,-27.0957171894784
1747_199,-2.2009255464951964,131413625641.856,2000.0,8.316,-535062030678.1072,10.0,-6663199113221.165,-34.12093607485437
1747_199,-2.1523949378807132,131694481383.67415,2000.0,8.316,-457476132693.5074,10.0,-5697011536811.988,-29.822818557758538
1747_199,-2.126529938692756,133525836481.19418,2000.0,8.316,-507327334936.75757,10.0,-6317815233458.641,-33.041664234756944
1747_199,-2.1454533855012095,132735147481.789,2000.0,8.316,-472429918133.78076,10.0,-5883233029222.226,-30.661952340141163
1747_199,-2.1008695919363043,132733472615.10677,2000.0,8.316,-449128750412.30505,10.0,-5593060467543.747,-29.804118073440634
1747_199,-2.192370736921856,130222453076.86159,2000.0,8.316,-480239200463.50104,10.0,-5980483067742.694,-31.03688891952176
1747_199,-2.0847430201304484,133253759085.54924,2000.0,8.316,-494275730950.7525,10.0,-6155281861401.857,-32.93530832731874
1747_199,-2.124815936146232,134298679328.14883,2000.0,8.316,-532536178854.3206,10.0,-6631744342246.195,-34.513328404544815
1747_199,-2.174361003950039,131837606412.75044,2000.0,8.316,-574489942238.1699,10.0,-7154200175304.044,-37.00348584081667
1747_199,-2.1361211072410833,131693288513.1089,2000.0,8.316,-420466638285.16785,10.0,-5236127347347.295,-27.633352060361137
1747_199,-2.1486513739489634,132613684431.65508,2000.0,8.316,-441897677387.3608,10.0,-5503010946918.291,-28.660939977357405
1747_199,-2.1280521991995,132009356630.3719,2000.0,8.316,-348440897126.2589,10.0,-4339181148397.403,-22.93687803129268
1747_199,-2.1779571184066064,131257208666.28526,2000.0,8.316,-437746397080.8398,10.0,-5451314497401.8,-28.269724713383177
1747_199,-2.1732391997387794,132767214874.4122,2000.0,8.316,-490428830999.0775,10.0,-6107375901201.008,-31.38536335347895
1747_199,-2.13324456347286,133908793880.72253,2000.0,8.316,-435745298754.96936,10.0,-5426394552001.243,-28.204025175704423
1747_199,-2.1721743554862094,132908052466.42453,2000.0,8.316,-541558671219.6481,10.0,-6744102647789.765,-34.63908524197667
1747_199,-2.1674729826264496,130216205865.51419,2000.0,8.316,-566086299040.7032,10.0,-7049548481312.187,-37.04299345283447
1747_199,-2.1514988229329215,134251265720.18636,2000.0,8.316,-485619940651.1403,10.0,-6047490145784.306,-31.068454765049882
1747_199,-2.084992282651985,133398471474.76695,2000.0,8.316,-356063340409.47473,10.0,-4434104455253.87,-23.69705856166492
1747_199,-2.1436970171900986,132419876866.89163,2000.0,8.316,-456886506395.9434,10.0,-5689668841577.043,-29.74973950336816
1747_199,-2.108104921578123,134070725033.09352,2000.0,8.316,-554372383816.0573,10.0,-6903673526518.086,-36.290208574535285
1747_199,-2.1609780431518892,131235058120.70676,2000.0,8.316,-434583941309.7902,10.0,-5411932012229.841,-28.308460754018856
1747_199,-2.1825528414909185,133221268964.40445,2000.0,8.316,-440943246831.4251,10.0,-5491125295406.294,-27.99225326316355
1747_199,-2.1926971826337986,131793840863.93523,2000.0,8.316,-463907508973.62036,10.0,-5777102326794.096,-29.61912115311337
1747_199,-2.1211147156999077,132401283603.80673,2000.0,8.316,-359494181397.3964,10.0,-4476829177468.508,-23.676048356560898
1747_199,-2.0902209177582005,132987192379.75253,2000.0,8.316,-457550424573.0953,10.0,-5697936703536.23,-30.466103762746755
1747_199,-2.1393830996453356,133621035941.92291,2000.0,8.316,-402120087861.3217,10.0,-5007655298302.981,-26.00407871652645
1747_199,-2.0891979820904267,133907599182.01215,2000.0,8.316,-488406321366.27435,10.0,-6082189317928.23,-32.31357061026084
1747_199,-2.1803654123760228,130481372566.45767,2000.0,8.316,-447136109699.2417,10.0,-5568245845927.96,-29.01301095914024
1747_199,-2.116437409971221,133282373573.8889,2000.0,8.316,-477746382996.0321,10.0,-5949439678030.269,-31.328912201462725
1747_199,-2.111092123641306,132073744843.94891,2000.0,8.316,-346405418370.46515,10.0,-4313833058899.4487,-22.984988166869655
1747_199,-2.1509074752038773,132474513296.41391,2000.0,8.316,-421529407558.7975,10.0,-5249362155417.368,-27.33788457635289
1747_199,-2.1352051393703237,132624955890.03209,2000.0,8.316,-418046379338.9189,10.0,-5205987538615.262,-27.293729643596922
1747_199,-2.147770892564341,132645423005.1344,2000.0,8.316,-474817760729.4347,10.0,-5912969152799.726,-30.802223553912977
1747_732,-1.8838461691472719,169737796884.29868,2000.0,8.226,-219387039598.71933,10.0,-2732056184106.4404,-12.683301948433929
1747_732,-1.8619955718019872,166963474123.7464,2000.0,8.226,-119547436854.0251,10.0,-1488740240756.7744,-7.103007138353876
1747_732,-1.8917450649818055,168195337067.77933,2000.0,8.226,-174679684798.49,10.0,-2175309507637.2244,-10.151280790609501
1747_732,-1.9261359731187047,165542115818.9524,2000.0,8.226,-239884746729.82312,10.0,-2987316876032.299,-13.92361937990896
1747_732,-1.9174086028963262,167268458472.2517,2000.0,8.226,-259952596435.78125,10.0,-3237224495876.9565,-14.997702455701134
1747_732,-1.8697894669535133,169513893920.71158,2000.0,8.226,-139371080356.239,10.0,-1735606728042.4766,-8.124674717996328
1747_732,-1.946219739048176,166729714256.36215,2000.0,8.226,-232579451961.88852,10.0,-2896343061973.081,-13.270118400387059
1747_732,-1.8869885882286643,168916419631.91574,2000.0,8.226,-242971097571.41946,10.0,-3025751616382.1787,-14.092997174503335
1747_732,-1.8939829496747884,168540969191.81064,2000.0,8.226,-104518819131.18416,10.0,-1301586851644.2715,-6.054769701899094
1747_732,-1.9127754750158046,167860031516.2684,2000.0,8.226,-128975243804.03583,10.0,-1606145983263.0374,-7.431992131633292
1747_732,-1.9209335789513697,167659041778.35043,2000.0,8.226,-77574769440.34192,10.0,-966048992537.4546,-4.457343858936691
1747_732,-1.8560471887959098,168210273683.89667,2000.0,8.226,-257947478804.44772,10.0,-3212254497491.6113,-15.25766631746024
1747_732,-1.8796303247971022,167815468663.44382,2000.0,8.226,-200082049450.5956,10.0,-2491648556496.5044,-11.7243133363551
1747_732,-1.8974859814939125,168598559980.9488,2000.0,8.226,-210595998499.31442,10.0,-2622580172012.501,-12.174401319197319
1747_732,-1.8774960545469965,167628202155.16748,2000.0,8.226,-65968958652.21234,10.0,-821520276560.0876,-3.8740497559504705
1747_732,-1.9091256154895506,166498971620.35123,2000.0,8.226,-162983808863.41068,10.0,-2029659198323.5024,-9.485671750732251
1747_732,-1.9088603357130574,168569704036.91437,2000.0,8.226,-119373838845.76044,10.0,-1486578401511.8696,-6.863129074025591
1747_732,-1.9074352522973168,166551529847.26163,2000.0,8.226,-159815109209.68655,10.0,-1990198957188.1667,-9.30614478296739
1747_732,-1.9218277338752348,166733613371.89374,2000.0,8.226,-182377372129.06018,10.0,-2271169838827.567,-10.532637194644597
1747_732,-1.8262145392609233,167489215069.08173,2000.0,8.226,-77001150464.3898,10.0,-958905638611.7291,-4.642680303912005
1747_732,-1.9005249848476835,165599935478.4993,2000.0,8.226,-37527233256.59533,10.0,-467331661335.2243,-2.205366596142248
1747_732,-1.9018314980939326,168768998577.86737,2000.0,8.226,-182697189598.0389,10.0,-2275152568598.2354,-10.528128304988188
1747_732,-1.888313067523656,167466844655.6288,2000.0,8.226,-229174236656.6867,10.0,-2853937459756.0713,-13.39896508234716
1747_732,-1.8950660850921264,167964100952.32895,2000.0,8.226,-77598320311.82512,10.0,-966342274693.9324,-4.508274252522121
1747_732,-1.9308440210939346,167924785293.42825,2000.0,8.226,-249391819208.58392,10.0,-3105709722783.2065,-14.236645220085498
1747_732,-1.8759025883631109,167787065959.45874,2000.0,8.226,-97334643780.04076,10.0,-1212121353902.485,-5.7151295915310865
1747_732,-1.8603587542068714,169128792824.4571,2000.0,8.226,-151013603105.64288,10.0,-1880592622990.0027,-8.864940262735974
1747_732,-1.8891191682675272,167899700493.10406,2000.0,8.226,-97787193813.0404,10.0,-1217757020068.252,-5.700226382407436
1747_732,-1.8740652612906312,167617507198.63196,2000.0,8.226,-82421803635.80867,10.0,-1026409758481.1582,-4.848830882059712
1747_732,-1.9252824558523403,166746413690.73932,2000.0,8.226,-209821238086.70236,10.0,-2612931976839.4893,-12.095824047614839
1747_732,-1.9453624904672442,168755788935.7887,2000.0,8.226,-224720370138.9002,10.0,-2798472863554.947,-12.673178027702773
1747_732,-1.861477964995334,167466097666.118,2000.0,8.226,-217627044027.0095,10.0,-2710138723555.9688,-12.894998943776617
1747_732,-1.90060348733109,170263302318.53812,2000.0,8.226,-152295481114.48254,10.0,-1896556021501.2651,-8.704491457441422
1747_732,-1.9538177891125257,166268222877.42612,2000.0,8.226,-275910934416.91705,10.0,-3435955815872.749,-15.726556320789847
1747_732,-1.8228988639701993,167511872229.4117,2000.0,8.226,-76270527921.49652,10.0,-949807098241.203,-4.605601305517954
1747_732,-1.854291507197825,169058531957.1858,2000.0,8.226,-165071994728.28143,10.0,-2055663656545.46,-9.723557398870405
1747_732,-1.9130053394563562,167724290081.3534,2000.0,8.226,-190132839184.51642,10.0,-2367749708669.69,-10.96371315836625
1747_732,-1.8768071735380842,168658614606.78085,2000.0,8.226,-213978412730.8283,10.0,-2664701829405.388,-12.49346785789956
1747_732,-1.9083307977569994,168810664605.58774,2000.0,8.226,-183303494958.14993,10.0,-2282702970443.203,-10.52635150793424
1747_732,-1.8971574458660634,165804614653.58862,2000.0,8.226,-50858002574.20166,10.0,-633341516884.0266,-2.9900955472238717
1747_732,-1.911189392038856,167825602100.66492,2000.0,8.226,-100456453700.85141,10.0,-1250997670914.4468,-5.794402782585573
1747_732,-1.8569720660633375,168732450091.60028,2000.0,8.226,-220152794766.33298,10.0,-2741592235757.518,-12.975825551776143
1747_732,-1.8805088746514713,168412061707.65506,2000.0,8.226,-170419854935.6602,10.0,-2122261275885.3728,-9.946455840485433
1747_732,-1.9134802104615065,168888486644.74713,2000.0,8.226,-192281282391.93033,10.0,-2394504559647.9106,-11.008567386041102
1747_732,-1.8537483138829316,166037622262.7004,2000.0,8.226,-53343783062.21412,10.0,-664297274193.2438,-3.200247797487231
1747_732,-1.854766934079288,168420363392.86246,2000.0,8.226,-138487739588.3458,10.0,-1724606367164.23,-8.186585987317608
1747_732,-1.901478816269589,167982335586.139,2000.0,8.226,-212630802178.05835,10.0,-2647919854721.7583,-12.312628566543546
1747_732,-1.907597214554837,169060125436.48203,2000.0,8.226,-220639737889.40552,10.0,-2747656203679.8335,-12.656339889582743
1747_732,-1.9197153996990102,167045153112.9714,2000.0,8.226,-118313037446.86758,10.0,-1473368099630.5232,-6.827232408703479
