MSAID,BETA,FLUX_BETA,PIVOT_BETA,REDSHIFT,A,SIGMA,FLUX_LA,EW_LA
1747_1425,-1.855884087366605,137671580195.30563,2000.0,7.553,-306585652291.6425,10.0,-3817959242383.807,-22.159100671534194
1747_1425,-1.7688431663160022,137529390150.40436,2000.0,7.553,-337681951662.7943,10.0,-4205206338588.704,-25.513677872046003
1747_1425,-1.8918779702033117,133524737532.50699,2000.0,7.553,-392702599674.99384,10.0,-4890387103017.614,-28.745224545145323
1747_1425,-1.786354870825926,136285581352.02797,2000.0,7.553,-388710845782.76086,10.0,-4840677165346.836,-29.38000463007622
1747_1425,-1.7655554053653801,136744376582.5649,2000.0,7.553,-333790644740.4554,10.0,-4156747282797.785,-25.40599212956385
1747_1425,-1.7891282503508161,134166447369.15645,2000.0,7.553,-363824424932.1916,10.0,-4530762660913.667,-27.89481622767267
1747_1425,-1.8029425072142544,137293172878.48505,2000.0,7.553,-319838873977.36554,10.0,-3983003691946.743,-23.79970453381037
1747_1425,-1.8364462051690769,133855469949.01724,2000.0,7.553,-355864228020.464,10.0,-4431633079528.642,-26.71128562924082
1747_1425,-1.8672945524070017,137079004262.16167,2000.0,7.553,-276734774871.4835,10.0,-3446221581186.447,-19.974262245925196
1747_1425,-1.8016128956561863,137027542841.81818,2000.0,7.553,-474888770217.3025,10.0,-5913864382768.623,-35.429148881989946
1747_1425,-1.7972254696397512,136351752627.02434,2000.0,7.553,-393885104559.9098,10.0,-4905113021927.328,-29.596065459366706
1747_1425,-1.908117905578589,138022873286.45502,2000.0,7.553,-465934612457.96643,10.0,-5802356850959.863,-32.72856272474425
1747_1425,-1.8252721834763512,135068180496.96333,2000.0,7.553,-184098795783.29636,10.0,-2292611195660.0713,-13.770827072933528
1747_1425,-1.8014385635285528,136702705190.02135,2000.0,7.553,-439207066952.4278,10.0,-5469514532259.201,-32.847822601964204
1747_1425,-1.8755223482897159,138009102516.7408,2000.0,7.553,-394602150406.2124,10.0,-4914042506381.806,-28.174163621635092
1747_1425,-1.8926641470980834,135424715896.72717,2000.0,7.553,-477394634422.628,10.0,-5945070302978.42,-34.44080644109387
1747_1425,-1.9034170223335576,135541219654.35791,2000.0,7.553,-454528568086.1772,10.0,-5660315590376.386,-32.588098739231036
1747_1425,-1.7583339265192695,141552238734.76337,2000.0,7.553,-392903452093.6883,10.0,-4892888349708.637,-28.993570144871388
1747_1425,-1.7819835666644412,136933972322.5344,2000.0,7.553,-487655992069.7111,10.0,-6072856600136.314,-36.76397348331649
1747_1425,-1.8010349328742472,135947853562.36024,2000.0,7.553,-352810365145.10754,10.0,-4393602845880.106,-26.538148011848275
1747_1425,-1.818958613289468,135023829887.76001,2000.0,7.553,-418635899324.58325,10.0,-5213338553428.19,-31.423388197493452
1747_1425,-1.73570470018213,138198700686.99268,2000.0,7.553,-421131210544.0016,10.0,-5244413055648.338,-32.19126145738322
1747_1425,-1.8638479596535844,135471756558.8526,2000.0,7.553,-495285006183.1003,10.0,-6167861910159.052,-36.235097565633524
1747_1425,-1.903689773988988,135892099130.75865,2000.0,7.553,-576605174282.5034,10.0,-7180554725581.401,-41.22822091988225
1747_1425,-1.8176839585881657,136797698122.6027,2000.0,7.553,-432135414676.5778,10.0,-5381450136669.604,-32.036390906760715
1747_1425,-1.8288932966910105,137760854918.5713,2000.0,7.553,-410397444982.74414,10.0,-5110743788597.313,-30.044027462169193
1747_1425,-1.8380186665211569,134415277546.4849,2000.0,7.553,-422044330562.2643,10.0,-5255784282537.376,-31.52216884084439
1747_1425,-1.8354782813580446,139238941110.0645,2000.0,7.553,-417073624452.9016,10.0,-5193883299273.611,-30.10979754876973
1747_1425,-1.84987517515068,137382796039.3045,2000.0,7.553,-449576112414.89484,10.0,-5598641882682.191,-32.659869985405095
1747_1425,-1.787111632883346,136315518472.40808,2000.0,7.553,-457646698815.3918,10.0,-5699146161694.972,-34.569774974862824
1747_1425,-1.907081122833252,138318704112.2119,2000.0,7.553,-395185537256.26794,10.0,-4921307514380.079,-27.713876619029186
1747_1425,-1.82773459599386,139110225216.80222,2000.0,7.553,-581278833277.2015,10.0,-7238756534508.792,-42.16530719748822
1747_1425,-1.848968135924269,133910766780.79889,2000.0,7.553,-433557425816.4633,10.0,-5399158664559.665,-32.32740067679215
1747_1425,-1.7641889958477148,137964484027.18942,2000.0,7.553,-375726366552.86816,10.0,-4678979407761.782,-28.36424529805528
1747_1425,-1.8485673902717268,135780193605.79308,2000.0,7.553,-469279817611.02527,10.0,-5844015215714.784,-34.51610155659037
1747_1425,-1.870262106416096,134667482262.0623,2000.0,7.553,-324280684510.1097,10.0,-4038318255591.9985,-23.7900187411132
1747_1425,-1.7953290289386843,135662847121.09203,2000.0,7.553,-282603452469.68665,10.0,-3519305144325.0,-21.362478938986683
1747_1425,-1.9021841788131535,134925903920.6645,2000.0,7.553,-610779866826.8975,10.0,-7606137535084.097,-44.017473588153095
1747_1425,-1.8856576119580926,132976571182.19128,2000.0,7.553,-249834991582.5764,10.0,-3111234358339.15,-18.419866290826143
1747_1425,-1.8512917433188742,136808717698.56905,2000.0,7.553,-481305299775.278,10.0,-5993770432340.04,-35.08683708985217
1747_1425,-1.8833881609319403,136716599086.55669,2000.0,7.553,-424747526402.346,10.0,-5289447604563.272,-30.493589247517
1747_1425,-1.7735733177245274,134940731117.7753,2000.0,7.553,-530687521422.50183,10.0,-6608734988372.539,-40.76937025661399
1747_1425,-1.732148901638802,136297609712.31038,2000.0,7.553,-262737944089.04095,10.0,-3271916850842.8564,-20.399887381219614
1747_1425,-1.7998228816742339,135088021954.57327,2000.0,7.553,-453187055584.33734,10.0,-5643609524659.062,-34.32608723541948
1747_1425,-1.8700582290088055,133510751143.5718,2000.0,7.553,-470834510107.3047,10.0,-5863376045358.528,-34.84436582380338
1747_1425,-1.811232344566113,134408200218.70813,2000.0,7.553,-383447112514.9362,10.0,-4775127068892.168,-29.025312381670098
1747_1425,-1.7261998023873857,135238606592.19884,2000.0,7.553,-348103756307.01483,10.0,-4334990707381.8975,-27.320415492061755
1747_1425,-1.8445444941224147,133181790416.23415,2000.0,7.553,-486752098060.7693,10.0,-6061600266189.245,-36.572859410531024
1747_1425,-1.9180970969614837,133483311300.64928,2000.0,7.553,-394882729782.7794,10.0,-4917536605391.265,-28.538882491491265
1747_1425,-1.8090413546399007,137271777825.35812,2000.0,7.553,-485373155568.0548,10.0,-6044428078921.437,-36.01349997698905
1747_1425,-1.8217513930069926,135298362825.66507,2000.0,7.553,-268275952427.21448,10.0,-3340882537792.273,-20.06838567286561
1747_1425,-1.8439114309491214,134994211673.30486,2000.0,7.553,-472029375165.7732,10.0,-5878255887449.254,-35.00150067388225
1747_1425,-1.7002808414104311,136032610802.6847,2000.0,7.553,-287311322772.30884,10.0,-3577932992038.9634,-22.70869157108758
1747_1425,-1.8635994815276404,134419077978.21529,2000.0,7.553,-480552554645.47144,10.0,-5984396379105.578,-35.43698045681869
1747_1425,-1.8525064259594362,134198192859.37402,2000.0,7.553,-274803763302.2554,10.0,-3422174391069.1772,-20.41036511183786
1747_1425,-1.8143456554391806,136934511903.12976,2000.0,7.553,-276604057843.6053,10.0,-3444593741524.042,-20.519643118847377
1747_1425,-1.808141150990573,134492397266.83273,2000.0,7.553,-573163456560.9613,10.0,-7137694474664.838,-43.42563683901818
1747_1425,-1.8457257112608045,136627370961.42668,2000.0,7.553,-378279747060.05444,10.0,-4710777055935.68,-27.689554120720416
1747_1425,-1.7901675601981828,137074545497.03906,2000.0,7.553,-408376236732.8534,10.0,-5085573365060.625,-30.630532510172152
1747_1425,-1.8692503272090173,135933641759.0054,2000.0,7.553,-303334807827.03925,10.0,-3777475966090.833,-22.05720404318769
1747_1425,-1.8572276877536613,139549434224.0598,2000.0,7.553,-510255291595.71564,10.0,-6354289223782.482,-36.35913865242034
1747_1425,-1.806736433005227,135368230403.21692,2000.0,7.553,-314479643593.8856,10.0,-3916264354923.864,-23.688899796344145
1747_1425,-1.878434260295256,135069427160.24673,2000.0,7.553,-423119532840.0629,10.0,-5269173945240.992,-30.82306724639674
1747_1425,-1.8943966833858368,135054749600.09813,2000.0,7.553,-526823805074.0029,10.0,-6560619522327.61,-38.07805108918479
1747_1425,-1.8569746756646472,135486577558.00839,2000.0,7.553,-548733246533.6555,10.0,-6833461235209.775,-40.27855161321302
1747_1425,-1.8569117789137555,138017787503.8702,2000.0,7.553,-443276622737.5088,10.0,-5520193349111.552,-31.94200752318794
1747_1425,-1.8579251750964982,134101894807.26888,2000.0,7.553,-430202958569.1844,10.0,-5357384957491.861,-31.8890696155399
1747_1425,-1.7969551467513956,140306643246.5186,2000.0,7.553,-410216011578.62445,10.0,-5108484369942.338,-29.958354596721357
1747_1425,-1.8759118483256607,136761495107.33348,2000.0,7.553,-403864982373.96796,10.0,-5029394006550.181,-29.092930904137113
1747_1425,-1.8556651028887021,137413224785.87259,2000.0,7.553,-415545944780.8323,10.0,-5174858864569.047,-30.094176016521352
1747_1425,-1.7657450832913484,133840440112.63765,2000.0,7.553,-301918445460.0298,10.0,-3759837783255.896,-23.476468136771093
1747_1425,-1.832241790626588,133962290509.30908,2000.0,7.553,-501359619274.5467,10.0,-6243510020313.701,-37.680985891330835
1747_1425,-1.824566525215388,134778767632.62444,2000.0,7.553,-420145762102.39844,10.0,-5232141111552.493,-31.50599347033437
1747_1425,-1.8481903999879004,134893645768.84076,2000.0,7.553,-410536791988.5489,10.0,-5112479098729.194,-30.399635229990224
1747_1425,-1.8198592655543284,134664779200.92848,2000.0,7.553,-339900619226.72656,10.0,-4232835753951.672,-25.569968838816763
1747_1425,-1.8455754211313786,132895482914.1996,2000.0,7.553,-390132499204.39667,10.0,-4858381238515.393,-29.361279900296267
1747_1425,-1.7696629588906316,134876296651.91075,2000.0,7.553,-415707068744.0725,10.0,-5176865366569.464,-32.01365734252815
1747_1425,-1.802692512660967,134796334130.2086,2000.0,7.553,-279235643674.2925,10.0,-3477365292864.745,-21.16586758471317
1747_1425,-1.858630657727392,135537172908.0648,2000.0,7.553,-419189726987.5816,10.0,-5220235456231.133,-30.732866617149906
1747_1425,-1.7951560620681584,138362356833.95386,2000.0,7.553,-420432248586.28296,10.0,-5235708772696.415,-31.163811759183286
1747_1425,-1.8995065544667749,136093843024.27206,2000.0,7.553,-362272936742.3124,10.0,-4511441735000.395,-25.918626293395143
1747_1425,-1.7674113676713874,135599952147.29466,2000.0,7.553,-462383340844.39154,10.0,-5758132308232.841,-35.457890965812645
1747_1425,-1.8633251427053992,137335001576.68571,2000.0,7.553,-566342326289.6218,10.0,-7052749868913.389,-40.88215866297361
1747_1425,-1.8566904521039205,136499949399.71288,2000.0,7.553,-550219122684.9594,10.0,-6851965084109.761,-40.09345432964568
1747_1425,-1.8387286689616174,134383537469.65643,2000.0,7.553,-185372298033.87766,10.0,-2308470319045.2,-13.84369215857026
1747_1425,-1.8875290379185585,136159803778.42393,2000.0,7.553,-349730531167.84375,10.0,-4355249190023.7104,-25.158712746953917
1747_1425,-1.8585920744687185,135036019594.11194,2000.0,7.553,-369450773677.86194,10.0,-4600828464821.452,-27.18730479091019
1747_1425,-1.8363814105578127,133225849270.09456,2000.0,7.553,-466367239460.12506,10.0,-5807744422912.595,-35.17224786639249
1747_1425,-1.85143486244849,136073771166.87274,2000.0,7.553,-324137320835.7555,10.0,-4036532925256.3115,-23.75532777853254
1747_1425,-1.7775085123031786,138541166817.68835,2000.0,7.553,-505297440427.4266,10.0,-6292548325117.313,-37.73598979366942
1747_1425,-1.8655575835373523,137819090953.0156,2000.0,7.553,-446300251661.49133,10.0,-5557847074618.825,-32.06794945917804
1747_1425,-1.84982112529738,138681072205.4638,2000.0,7.553,-481112161409.83765,10.0,-5991365249964.806,-34.62457118045587
1747_1425,-1.8529699479922792,134124568900.98491,2000.0,7.553,-374771190690.0348,10.0,-4667084452840.221,-27.844051167239265
1747_1425,-1.8189676170707219,135978059462.64503,2000.0,7.553,-315105063753.2934,10.0,-3924052810320.0493,-23.486135502418072
1747_1425,-1.9178086901179288,136831336886.56195,2000.0,7.553,-358087615258.22943,10.0,-4459321269730.542,-25.250028400986263
1747_1425,-1.8492352132933183,135954071684.83875,2000.0,7.553,-538264599881.0704,10.0,-6703093535535.209,-39.52624134856261
1747_1425,-1.89547984818455,137038371623.83873,2000.0,7.553,-341194705611.9566,10.0,-4248951214795.9785,-24.29098502483594
1747_1425,-1.8538498723693517,136497679154.89241,2000.0,7.553,-373887969114.14197,10.0,-4656085555946.163,-27.283530657735824
1747_1425,-1.7841782395581423,136323288682.41682,2000.0,7.553,-163055259693.72678,10.0,-2030552738243.4731,-12.334183549611375
1747_1425,-1.8520332713713086,134358973539.36102,2000.0,7.553,-344777876039.2732,10.0,-4293572998456.605,-25.58289933647083
1747_732,-1.8521261812741077,168685745816.0405,2000.0,8.226,-195445028312.2733,10.0,-2433903111278.0537,-11.55056441405636
1747_732,-1.883299136070814,166659085186.6852,2000.0,8.226,-219216794106.7061,10.0,-2729936094195.379,-12.911092945605136
1747_732,-1.890572273298098,167421044626.1209,2000.0,8.226,-157485420291.08997,10.0,-1961187029096.4346,-9.199754233508026
1747_732,-1.9161268056962983,165943764117.9825,2000.0,8.226,-167173397260.28595,10.0,-2081832703693.1902,-9.72809826604453
1747_732,-1.8497884536956475,168610530770.59518,2000.0,8.226,-250865053522.77588,10.0,-3124056106991.1714,-14.849703866998862
1747_732,-1.8994206282476374,169628900974.89896,2000.0,8.226,-159740812545.4054,10.0,-1989273730878.1755,-9.169574469240388
1747_732,-1.9308058997835376,167390516364.91852,2000.0,8.226,-131960918276.43935,10.0,-1643326987304.9294,-7.557235946126157
1747_732,-1.8880646287969258,166731825288.1254,2000.0,8.226,-97630383004.16168,10.0,-1215804234065.4167,-5.7339578189084275
1747_732,-1.8331888524612188,169032984830.01486,2000.0,8.226,-188036084639.014,10.0,-2341638543520.3223,-11.194906683406938
1747_732,-1.8900818565699689,168244474226.52118,2000.0,8.226,-142346165769.39786,10.0,-1772655865111.5237,-8.276693987696005
1747_732,-1.920183646441154,166053523704.07977,2000.0,8.226,-126406697741.11288,10.0,-1574159535165.6182,-7.336125121228765
1747_732,-1.9417009699768888,166677732229.1814,2000.0,8.226,-200617596453.02353,10.0,-2498317795037.391,-11.475846527932614
1747_732,-1.8809486198013896,168702718606.82016,2000.0,8.226,-255388023282.9284,10.0,-3180381255123.6826,-14.87663625063934
1747_732,-1.885594939173897,167983307991.91324,2000.0,8.226,-264076975213.58252,10.0,-3288585937127.541,-15.412968629368088
1747_732,-1.9262581892054071,165280062492.59598,2000.0,8.226,-157339675948.69937,10.0,-1959372055282.7805,-9.146382801104046
1747_732,-1.8716069924922,168461851688.42798,2000.0,8.226,-95665947342.18248,10.0,-1191340853692.5098,-5.606625149404151
1747_732,-1.8868454530903291,165538864930.26715,2000.0,8.226,-127794267098.04234,10.0,-1591439122188.6694,-7.564199203835925
1747_732,-1.92756187049212,167658489974.42923,2000.0,8.226,-215404328557.06262,10.0,-2682458950145.995,-12.336121746921286
1747_732,-1.8669218436605395,168161419108.53174,2000.0,8.226,-164717492847.047,10.0,-2051248997144.0872,-9.69330507858324
1747_732,-1.9137172141032275,167166402426.85,2000.0,8.226,-217342414421.97247,10.0,-2706594192967.272,-12.570081594516115
1747_732,-1.9010892077213262,167193917935.94836,2000.0,8.226,-157462089923.5011,10.0,-1960896492904.483,-9.16279510917159
1747_732,-1.8766502434273111,167597878622.6436,2000.0,8.226,-267805284688.2415,10.0,-3335015074305.087,-15.736426607608973
1747_732,-1.8973351819365136,167630855408.28488,2000.0,8.226,-131096794354.9559,10.0,-1632565936388.5154,-7.62293242086408
1747_732,-1.8898712930209196,167036136756.47873,2000.0,8.226,-202533132499.1955,10.0,-2522172221946.0874,-11.862687647450475
1747_732,-1.8724429808909975,166929643863.16278,2000.0,8.226,-143291849792.0455,10.0,-1784432594890.1418,-8.471357653473182
1747_732,-1.8882968028466036,167779308242.44974,2000.0,8.226,-185659714852.95087,10.0,-2312045292334.596,-10.834705099276619
1747_732,-1.9065855796992488,166761808982.48624,2000.0,8.226,-189158535588.00113,10.0,-2355616575505.008,-11.00559728305415
1747_732,-1.9436235557923685,165932575274.91913,2000.0,8.226,-287549058141.5074,10.0,-3580886929175.1616,-16.506613348088827
1747_732,-1.8783692964090728,168673408982.62027,2000.0,8.226,-118282998530.5545,10.0,-1472994020982.91,-6.900166716739484
1747_732,-1.871772035659202,167480868892.04968,2000.0,8.226,-198954688631.9755,10.0,-2477609381247.7563,-11.72732630442607
1747_732,-1.9050915497857501,168901617650.30356,2000.0,8.226,-306171971356.885,10.0,-3812800561398.8896,-17.601061558196186
1747_732,-1.9843545751759273,167338271072.6171,2000.0,8.226,-296443191869.8331,10.0,-3691646767583.063,-16.5355638741169
1747_732,-1.9509500240436408,166529399901.12094,2000.0,8.226,-208325017252.25238,10.0,-2594299338416.4316,-11.872561184312328
1747_732,-1.8699844275870114,167953729299.47736,2000.0,8.226,-258383433147.341,10.0,-3217683495306.0137,-15.200976359495955
1747_732,-1.8869063965559607,166997957851.69788,2000.0,8.226,-106923478535.83116,10.0,-1331532397238.7246,-6.273361341290165
1747_732,-1.8880309319526718,168963911563.16516,2000.0,8.226,-244229369796.43158,10.0,-3041421048906.1846,-14.154652882194721
1747_732,-1.8934100139346957,167095058285.59726,2000.0,8.226,-189824527166.8418,10.0,-2363910257824.904,-11.094843886788283
1747_732,-1.8562059990973407,167629736145.26752,2000.0,8.226,-268703923029.85635,10.0,-3346205937917.5166,-15.947696340876922
1747_732,-1.9323467055522083,167140305890.89807,2000.0,8.226,-206011682807.42627,10.0,-2565491074776.7295,-11.80663342269929
1747_732,-1.8933212236308852,168412181304.85007,2000.0,8.226,-177451436164.55295,10.0,-2209826498587.596,-10.291002573997682
1747_732,-1.9302192632157817,163894558559.09988,2000.0,8.226,-269571128227.7151,10.0,-3357005360381.2715,-15.771905188167548
1747_732,-1.944527860949461,167622670272.70416,2000.0,8.226,-198197719029.18152,10.0,-2468182737411.928,-11.257659128470783
1747_732,-1.8762995782315768,168356223649.69055,2000.0,8.226,-267488944988.502,10.0,-3331075653660.492,-15.649770093493284
1747_732,-1.9258820391172162,169189014721.07663,2000.0,8.226,-303002191259.26324,10.0,-3773326865351.0054,-17.210223569300652
1747_732,-1.8805793675515694,168296490166.79596,2000.0,8.226,-61661840409.6529,10.0,-767883156282.6741,-3.601202520347588
1747_732,-1.8924680808186018,167336666386.02905,2000.0,8.226,-157443310748.13776,10.0,-1960662633318.8037,-9.193252672721696
1747_732,-1.9143434849801386,167698784796.6141,2000.0,8.226,-136864547764.45647,10.0,-1704392542005.9192,-7.888024922941778
1747_732,-1.8692356160848567,168410515225.26767,2000.0,8.226,-94059424788.60298,10.0,-1171334613189.6912,-5.520665811513556
1747_732,-1.8627385224191957,168953839996.73093,2000.0,8.226,-62584982967.52047,10.0,-779379174181.6671,-3.6733720695161063
1747_732,-1.8513933839694294,167858537787.60123,2000.0,8.226,-155546217846.41275,10.0,-1937037881357.784,-9.241264415410368
1747_732,-1.9203233460460938,168312631175.3174,2000.0,8.226,-112343966753.45975,10.0,-1399034462916.513,-6.432022954648758
1747_732,-1.861708646188087,166236969958.9882,2000.0,8.226,-251002742268.39206,10.0,-3125770763379.3994,-14.980845764963199
1747_732,-1.8962149962448378,166365594379.14255,2000.0,8.226,-129045277482.61879,10.0,-1607018122041.236,-7.5649264969763115
1747_732,-1.8856103744357497,167994012982.0955,2000.0,8.226,-169036739836.63156,10.0,-2105037158332.468,-9.865199079664682
1747_732,-1.857846335943799,166650512239.7903,2000.0,8.226,-64016640204.31217,10.0,-797207793476.8259,-3.8186217115572605
1747_732,-1.9359545574949366,168412703777.41394,2000.0,8.226,-144939769355.84787,10.0,-1804954357905.0913,-8.229021987895674
1747_732,-1.8529593872146677,167853166816.69724,2000.0,8.226,-142584053839.58734,10.0,-1775618317107.2075,-8.46483048517413
1747_732,-1.8947435159342287,167292329321.36273,2000.0,8.226,-81181613730.72198,10.0,-1010965507508.7397,-4.736154479504519
1747_732,-1.877113490764183,166908784912.08926,2000.0,8.226,-112860923585.36577,10.0,-1405472195574.3228,-6.657631564492515
1747_732,-1.8658870320496126,167915743506.15054,2000.0,8.226,-104980354781.26859,10.0,-1307334416902.9355,-6.1901167587770125
1747_732,-1.8782123060746483,167286442970.2258,2000.0,8.226,-137587659810.30222,10.0,-1713397553150.9185,-8.093503429184018
1747_732,-1.9214677785834688,169372740069.31046,2000.0,8.226,-330448466159.0196,10.0,-4115119002241.6777,-18.790025631854952
1747_732,-1.8660020220924174,167212187274.98935,2000.0,8.226,-57618130095.620384,10.0,-717526290214.4015,-3.411525293831497
1747_732,-1.8762929309477887,168703350307.66464,2000.0,8.226,-192746572866.7459,10.0,-2400298884241.792,-11.253709339664933
1747_732,-1.9225064539226053,168786020883.5132,2000.0,8.226,-241106548043.48743,10.0,-3002532131413.161,-13.750394016099989
1747_732,-1.8945358671097117,165616788488.25287,2000.0,8.226,-202296559599.64993,10.0,-2519226147946.558,-11.922662042607127
1747_732,-1.8822918321777695,169125597971.8317,2000.0,8.226,-198518302053.98837,10.0,-2472175000751.8457,-11.527287856618738
1747_732,-1.8731584088028586,169486851593.84927,2000.0,8.226,-166316999187.11188,10.0,-2071167863800.407,-9.680793732458682
1747_732,-1.9112072506966225,168629062953.19885,2000.0,8.226,-180723215970.55585,10.0,-2250570410663.5986,-10.374488915373904
1747_732,-1.8607574307685295,168673046044.7857,2000.0,8.226,-112109513341.99538,10.0,-1396114783185.8975,-6.5976289705924
1747_732,-1.9102515781259817,169762418190.43127,2000.0,8.226,-200756919652.25797,10.0,-2500052805495.411,-11.45303933718634
1747_732,-1.900319366649831,167875436938.49478,2000.0,8.226,-219438450336.83163,10.0,-2732696408913.0015,-12.72226476459187
1747_732,-1.8881899816609944,166456371523.47824,2000.0,8.226,-185334165462.44394,10.0,-2307991182177.527,-10.902245834397386
1747_732,-1.9084833093140148,167277931848.74875,2000.0,8.226,-206344690942.1067,10.0,-2569638069673.855,-11.957177675907891
1747_732,-1.859684839665127,166694860810.0351,2000.0,8.226,-240898020590.6046,10.0,-2999935311116.728,-14.352712861487156
1747_732,-1.8700025805641938,168539624088.45938,2000.0,8.226,-153503851371.0179,10.0,-1911604018129.0342,-8.999322216992626
1747_732,-1.891763129853362,167349989538.2284,2000.0,8.226,-194374767027.31396,10.0,-2420575004168.668,-11.352792075614568
1747_732,-1.8671493157499646,168142419989.66046,2000.0,8.226,-163946052656.35666,10.0,-2041642149139.306,-9.647905017793095
1747_732,-1.9028365056380394,169327291692.77084,2000.0,8.226,-88947566805.23457,10.0,-1107675961150.4438,-5.106247136229749
1747_732,-1.9056793953521554,167133872006.70258,2000.0,8.226,-86978549558.52368,10.0,-1083155525689.3138,-5.051587158284316
1747_732,-1.8901283560889302,167324075325.92145,2000.0,8.226,-174982214642.2404,10.0,-2179076952295.7908,-10.230040602611979
1747_732,-1.9443148244795945,166435209010.92886,2000.0,8.226,-83778554875.27635,10.0,-1043305563360.342,-4.793093586091314
1747_732,-1.8855836871229295,169276879115.24353,2000.0,8.226,-286727394260.4407,10.0,-3570654638828.2427,-16.607178884384943
1747_732,-1.8980110562527717,166986020257.2542,2000.0,8.226,-181813710988.02103,10.0,-2264150491153.5503,-10.609242333611494
1747_732,-1.8992929156491525,168504395061.36853,2000.0,8.226,-111980215206.69113,10.0,-1394504616191.5413,-6.471289276597195
1747_732,-1.9199745094258953,168937188820.86823,2000.0,8.226,-258989786036.64737,10.0,-3225234489038.4155,-14.77567477093482
1747_732,-1.871933313011497,169011933071.37848,2000.0,8.226,-246962540000.57446,10.0,-3075457583480.434,-14.424105375987025
1747_732,-1.9575479247533132,167307546806.93906,2000.0,8.226,-148386209804.11172,10.0,-1847873342349.4614,-8.389684690035317
1747_732,-1.913781996542367,168653389533.99115,2000.0,8.226,-183130352955.2442,10.0,-2280546809894.1,-10.497692809493005
1747_732,-1.9172556650230503,167565257055.25977,2000.0,8.226,-255721206631.27225,10.0,-3184530431980.023,-14.728565724160294
1747_732,-1.8852685352374068,168754434252.8588,2000.0,8.226,-180091036088.95316,10.0,-2242697789937.4175,-10.464761867459568
1747_732,-1.9074871326300629,166285557432.09708,2000.0,8.226,-125837542785.67366,10.0,-1567071772285.1545,-7.339138419169487
1747_732,-1.913538671573743,166806780089.26917,2000.0,8.226,-61472303380.16645,10.0,-765522826271.9644,-3.5632557044112616
1747_732,-1.909441608160803,166325097378.06955,2000.0,8.226,-103506511577.19444,10.0,-1288980450107.7268,-6.0294369918834345
1747_732,-1.8943678768292775,168682733850.19278,2000.0,8.226,-179870155147.7233,10.0,-2239947129996.2373,-10.409116971903147
1747_732,-1.9552783022063076,167836328920.6837,2000.0,8.226,-219256605440.20673,10.0,-2730431870062.936,-12.371574379772394
1747_732,-1.9072034108508487,168110235587.12094,2000.0,8.226,-267929215851.55716,10.0,-3336558405678.5327,-15.458830286721092
1747_732,-1.9107933382424245,168534825102.77997,2000.0,8.226,-179174073260.49808,10.0,-2231278729036.379,-10.293431535505489
1747_732,-1.908767389096182,167754625228.66522,2000.0,8.226,-196529421742.4917,10.0,-2447407207884.9062,-11.354439393716609
1747_732,-1.875823410630387,167830792982.5036,2000.0,8.226,-201684138376.40158,10.0,-2511599584438.914,-11.839526451480584
2426_169,-1.7270312135449755,225917765350.1438,2000.0,8.23,949066432569.1719,10.0,11818851381162.873,44.570322255167724
2426_169,-1.6529906963372114,232581717114.7304,2000.0,8.23,1117885739871.7732,10.0,13921180822821.729,52.90873979897534
2426_169,-1.7497204244336557,230996937713.0272,2000.0,8.23,1186601118212.1963,10.0,14776902631470.406,53.88813695228198
2426_169,-1.7415417579848387,230926839765.9625,2000.0,8.23,1298468675768.9302,10.0,16170004306721.53,59.22700185282101
2426_169,-1.6448202643259666,227680767017.86362,2000.0,8.23,1100171207685.1958,10.0,13700579381220.617,53.40793559796995
2426_169,-1.667235723040578,229331065717.77466,2000.0,8.23,1341996342876.3835,10.0,16712060174316.684,63.960893807677
2426_169,-1.6527070460261926,227471644909.4564,2000.0,8.23,1045422288617.23,10.0,13018783760241.848,50.59777045006537
2426_169,-1.679452193021677,224448060523.02618,2000.0,8.23,1188412093153.9316,10.0,14799454944940.643,57.522311854830015
2426_169,-1.6384753940790755,231119403486.3925,2000.0,8.23,955090737033.893,10.0,11893872851420.408,45.81964563799468
2426_169,-1.8462136353697725,223657030793.9592,2000.0,8.23,1008971578075.2408,10.0,12564858180483.072,45.105705995971675
2426_169,-1.7315069217588672,227944872344.26788,2000.0,8.23,1059484420537.2745,10.0,13193901372204.379,49.203584444867914
2426_169,-1.7803291061987978,222714539993.1365,2000.0,8.23,1096524250898.422,10.0,13655163339964.451,50.86832200255586
2426_169,-1.6847027955093656,227670577444.4759,2000.0,8.23,1055823575418.006,10.0,13148312377683.771,50.249818780889015
2426_169,-1.701482792963912,224142718693.71262,2000.0,8.23,1045394430193.6888,10.0,13018436835562.768,50.116197647489564
2426_169,-1.7524471547489822,227143857976.38083,2000.0,8.23,1022050245175.5779,10.0,12727728573342.867,47.13857281582426
2426_169,-1.8045718029493412,225135014283.02734,2000.0,8.23,974777011430.6718,10.0,12139028662815.479,44.197660246973356
2426_169,-1.6520981699907804,226230009173.63007,2000.0,8.23,1280108589974.3809,10.0,15941363699589.568,62.31536157180486
2426_169,-1.7014733728988647,230082320308.05905,2000.0,8.23,1256277073360.6223,10.0,15644586631746.957,58.67144559713361
2426_169,-1.6670720828606282,228441219773.0772,2000.0,8.23,1218990066303.8245,10.0,15180246539494.729,58.32935214471742
2426_169,-1.5984813533663018,231882167599.64233,2000.0,8.23,1114340611416.9426,10.0,13877032863419.822,54.35507217855777
